index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
32,104002421,2515.0,1139.2857142857142,0.0,0.0,55.0,102.2
110,112100207,139.0,68.5,0.0,58.0,27.0,17.5
261,700105906,165.0,28.0,0.0,174.0,48.0,18.0
350,700579185,187.0,190.0,0.0,43.0,0.0,40.0
948,704337433,364.0,60.5,0.0,42.0,125.0,83.0
1161,705655214,733.0,199.0,0.0,0.0,560.0,207.0
1316,706564824,66.0,214.0,127.0,62.0,21.0,30.0
1498,707593516,215.0,215.0,0.0,0.0,2503.0,513.0
1541,707769282,112.0,0.0,0.0,89.0,5.0,6.0
1963,711124664,185.0,3.0,0.0,114.0,27.0,40.0
2144,711830645,71.0,0.0,0.0,46.0,11.0,2.0
2265,712397540,76.0,30.0,0.0,40.0,70.0,122.0
2294,712541032,128.0,30.5,11.0,44.0,8.5,17.0
2483,713512905,3218.0,38.0,0.0,24.0,238.0,19.0
3186,717280525,176.0,264.0,0.0,94.0,34.0,78.0
3221,717452900,2561.0,286.0,0.0,0.0,410.0,223.0
3269,717681805,201.0,49.0,0.0,58.0,91.0,74.0
3315,717894720,152.0,81.0,0.0,150.0,13.0,18.0
4099,720898862,2581.0,165.33333333333334,6.0,0.0,270.0,678.0
4113,720927261,140.0,34.0,0.0,57.0,37.0,154.0
4293,721350524,2175.0,19.666666666666668,0.0,0.0,128.0,42.0
4317,721393129,5671.0,29.75,28.0,0.0,12.0,10.0
4402,721532725,66.0,9.466666666666667,18.0,94.0,11.0,18.0
4451,721589024,1452.0,388.5,18.0,0.0,511.0,772.0
4507,721676083,65.33333333333333,15.333333333333334,0.0,45.0,19.0,9.0
4758,722170360,0.0,4949.0,0.0,0.0,0.0,0.0
4887,722338658,275.0,39.0,0.0,116.0,99.0,34.0
4958,722403566,1169.0,2.0,0.0,30.0,46.0,9.0
5051,722485529,1348.0,522.0,312.0,13.0,370.0,152.0
5221,722664444,1642.0,9.0,0.0,47.0,38.0,86.0
5380,722779624,1052.0,372.0,0.0,0.0,312.0,100.0
5592,722973931,2159.0,132.0,0.0,19.0,117.0,126.0
5611,722990756,243.0,46.0,0.0,57.0,6.0,25.0
5737,723279155,70.0,10.0,0.0,44.0,20.0,52.0
5860,723528607,389.0,132.0,0.0,0.0,1008.0,86.0
5998,723794627,88.0,0.5,0.0,197.0,158.0,39.0
6012,723831815,2025.0,179.5,0.0,0.0,78.0,198.0
6088,724000213,35.0,36.0,0.0,63.0,0.0,16.0
6106,724045418,1272.0,434.0,0.0,0.0,406.0,119.0
6143,724139307,3157.0,16.0,0.0,0.0,47.0,29.0
6273,724420011,1961.5,70.33333333333333,44.0,2.0,53.0,10.0
6381,724660992,1735.0,182.0,58.0,0.0,159.0,22.0
6404,724720903,1499.5,209.0,85.0,16.0,61.0,45.5
6564,725127646,46.0,29.0,0.0,40.0,19.0,7.0
6595,725235392,112.0,56.0,0.0,43.0,27.0,60.0
6760,725625170,2499.0,93.625,29.0,0.0,228.5,168.0
6891,725929542,735.0,436.0,0.0,0.0,460.0,236.0
6895,725931638,87.33333333333333,34.8,8.333333333333334,197.0,47.0,13.25
6912,725972420,259.0,43.0,0.0,78.0,29.0,19.0
7128,726594007,520.0,77.0,0.0,38.0,204.0,87.0
7202,726832834,292.0,579.0,0.0,62.0,132.0,265.0
7230,726934831,1833.0,74.2,97.0,0.0,64.0,48.0
7314,727134397,1584.0,1074.0,0.0,0.0,10.0,9.0
7498,727722076,70.0,116.0,69.0,76.0,27.0,25.0
7616,728102136,3188.0,243.0,124.0,24.0,377.0,207.0
7624,728142517,1516.0,50.714285714285715,0.0,75.0,74.0,22.0
7777,728811572,86.0,0.0,0.0,79.0,0.0,0.0
7797,728882592,2263.0,189.0,35.0,0.0,165.0,98.0
8048,729846123,1398.0,259.0,0.0,18.0,106.0,26.0
8505,742175187,92.0,67.75,46.333333333333336,42.0,43.833333333333336,49.77777777777778
8690,745442202,8081.0,154.0,0.0,0.0,36.0,103.0
8790,746817545,455.0,130.16666666666666,0.0,46.0,167.0,212.66666666666666
9107,759423290,0.0,0.0,0.0,0.0,3576.0,67.0
9402,786842282,683.0,671.0,0.0,0.0,381.0,58.0
9583,791356203,4704.0,1023.0,0.0,0.0,58.0,69.0
9743,792902673,27.0,57.0,0.0,72.0,8.0,16.0
9997,796533979,1856.0,179.66666666666666,28.0,41.0,234.0,140.0
9999,796544834,158.0,37.63636363636363,93.0,77.0,56.0,35.0
10007,796626588,2728.0,49.0,53.0,0.0,75.0,74.0
