index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
144,113270975,40,111,0,0,135,1869
248,700019734,0,52.5,0,0,47,71.5
254,700063245,69,434,0,0,0,6
264,700116905,94.5,34.25,0,0,556.5,53
272,700152864,27,65,35,0,18,100
276,700171299,112,25,29,0,155,69
279,700191021,0,29,0,0,34,118
281,700196175,0,41.125,27,0,19,105
289,700230891,585,52,0,0,66,31
290,700231211,76,124,0,0,101,31
294,700257139,187,50.8,29,0,46.5,76.5
313,700344724,43,152,0,26,44,36
335,700482288,156,293,0,0,29,36
340,700508675,46,24.5,18.5,6,91,53
344,700544572,0,5,0,0,0,108
357,700603317,123,103.5,0,0,108.5,32.5
383,700726267,313,29,22,0,16,1117
388,700752538,0,504.5,50,0,9,27
399,700839641,139,0,0,0,38,170
404,700857405,621,92.5,0,0,100,71
412,700908204,0,90,0,0,47,96
419,701016874,14,13,11,0,0,118
429,701085299,73,26.66666667,24,0,23.75,91
435,701113410,44.5,42.5,83,0,92,50.66666667
445,701171374,39,39,18.33333333,0,18,102
465,701271872,17,151,15,0,35.66666667,46.66666667
467,701284345,40,496.5,8.666666667,0,4,12
477,701364283,194,0,0,0,259,2
478,701365625,3,204,24,0,3,120
483,701417365,11,216,0,0,65,169
486,701437110,2,50,0,0,18,143
489,701469908,26,86,0,0,20,108
500,701567217,91.66666667,22.33333333,29.5,0,83.33333333,56
508,701601325,10,81,25.33333333,0,81,94.5
510,701609801,94,131.5,10,10,266,103
513,701623109,0,0,0,0,80,104
521,701650826,12,50,0,0,17,94
522,701659090,0,56,0,0,0,124
524,701675108,6,87,0,0,35,112
528,701687005,0,36.625,28,0,69.16666667,71.83333333
530,701699204,0,19,0,0,259,185
540,701767436,60.75,49.75,13,0,103.5714286,88.88888889
556,701843343,45,66,0,0,109,124
557,701849471,13,155,0,0,60,34
573,701983116,7,60,0,0,112,97
574,701988914,41,37,14,0,95,50
580,702025461,0,50.5,0,0,62,62
582,702037619,151.3333333,192.75,0,0,79.5,61.25
586,702083309,75,9,0,0,55,134
593,702115220,85.5,28.6,27,0,35.5,191.6666667
598,702124838,3,2,0,0,25,323
604,702186225,589,126,36,0,80.5,38.5
625,702260589,0,35,0,0,43,124
642,702394740,398,2,0,0,76,84
644,702404141,135,89,0,0,49,71
645,702412587,22,12.5,0,0,91,96
646,702417373,346,193,0,0,54,52
672,702565414,248,70.5,5,0,130,41.5
702,702705627,47,53,0,0,20,112
704,702723544,333,87.66666667,124,0,75,149
705,702726009,193,63,0,0,37,90
707,702742177,1279,31,0,0,46,117
708,702744628,10,21.5,15,0,117,91
709,702746592,11,41,0,0,80,205
714,702766943,120,45.5,0,12,23,103
721,702811740,991,1.5,0,3,40,50
735,702872772,0,4,0,0,176,86
751,702986293,107,28,0,0,114,140
753,702995374,0,5,4,0,263.5,4
765,703160545,49,184,0,0,0,48
766,703161123,17,87,0,0,0,180
778,703235058,36,120,10,9,36,91
781,703244642,273,28.75,2,0,120,151
791,703298468,205,56.9,117.6666667,0,182.5,180.5
802,703364080,0,397,0,0,0,26
803,703370543,0,44,0,0,107,42
819,703497369,0,62.5,0,0,84,158
829,703532888,0,109.3333333,0,0,109,159
844,703697211,0,12,0,0,0,116
849,703718606,44,43.5,47,9,31,71
853,703735088,835,95,0,0,268,194
869,703839695,91.5,79.16666667,0,0,101,47.5
888,703980796,0,22,0,0,101,129
911,704104118,65,404.5,16,0,12,33
913,704109490,333,91,0,0,37.5,65
926,704199178,0,6.75,0,0,33,123
933,704231533,0,64,0,0,60,66
935,704249767,51,61.33333333,16,0,134.3333333,96.66666667
938,704272570,37.5,23.125,9.5,0,92,53.6
949,704338610,190,74,0,0,83,106
957,704361261,0,187,0,0,24,107
959,704365838,0,32,0,0,41,82
962,704386945,0,22,0,0,43,81
972,704448832,0,42,0,0,0,96
992,704550298,48,56.5,0,0,95.5,86
994,704558736,8,59,0,0,74,100
998,704567763,70,21,0,0,226,38.5
1001,704592483,116,135,0,0,98,25
1004,704597807,424,177,0,0,84,85
1008,704632379,0,60,40,0,261,97
1014,704699187,8,400,9,0,2,4
1015,704707081,391,390,0,0,197,39
1021,704738189,46,73.9,32.5,0,71,66.5
1028,704800252,24,117,0,0,178,113
1032,704816303,8,106,0,0,73,226
1033,704823472,0,23.5,0,0,0,170
1036,704834431,0,96,38,0,0,121
1041,704858140,48.66666667,68,0,0,87,111.6666667
1048,704891092,0,64,0,0,347,176
1063,705021828,0,72.4,131,0,76,97.25
1064,705027909,12,58.8,0,0,145,93
1088,705201968,99,29.75,0,0,155,74
1098,705271997,29,113,23,0,25,235
1107,705313724,199,75,0,0,49,56
