index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
186,114246136,0.0,25.0,673.0,0.0,0.0,0.0
242,700000103,0.0,23.0,389.0,0.0,0.0,0.0
334,700479393,43.0,136.0,554.0,0.0,30.0,4.0
527,701684977,14.0,6.0,628.0,0.0,0.0,0.0
1554,707874138,0.0,114.5,607.0,0.0,0.0,0.0
1587,708074451,13.0,29.75,526.0,0.0,0.0,0.0
1841,710498616,33.0,53.75,588.0,0.0,32.0,69.5
2561,713883595,27.0,11.0,411.0,0.0,23.5,13.0
2754,714918974,29.0,28.0,296.0,4.0,28.0,41.0
3594,719668632,21.0,3.0,669.0,0.0,0.0,0.0
3621,719809027,0.0,222.0,591.0,0.0,0.0,0.0
4047,720817772,530.0,129.66666666666666,655.0,0.0,112.5,50.0
4193,721206515,0.0,14.0,287.0,0.0,0.0,30.0
4200,721211548,12.0,368.0,808.0,0.0,13.0,5.0
4759,722171225,105.0,21.333333333333332,333.0,0.0,2.0,3.0
5148,722590945,164.0,7.666666666666667,548.0,0.0,47.0,19.0
6817,725727583,0.0,8.333333333333334,331.0,0.0,58.0,11.666666666666666
7168,726724117,175.0,72.0,321.0,0.0,57.0,123.66666666666667
8142,733643588,1625.0,152.0,755.0,5.0,108.0,50.0
8814,748096952,40.0,0.5,381.0,3.0,25.0,7.0
9157,764837442,0.0,5.0,292.0,0.0,0.0,12.0
9352,783238870,11.0,609.5,1805.0,0.0,0.0,0.0
9385,785732988,0.0,30.0,454.0,0.0,0.0,0.0
9474,790279042,12.0,28.0,485.0,0.0,0.0,16.0
