index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
264,700000696,21,53,0,2,5,14
265,700008619,89,361,0,0,10,31
266,700009666,72,41,0,0,0,0
267,700010527,22,329,0,0,3,1
268,700012226,16,163,0,0,3,2
269,700026363,7,62,13,0,2,5
270,700029694,21,20,26,0,10,5
271,700029857,36,140,0,0,28,9
272,700030333,21,12,0,0,3,0
273,700038852,161,610,0,0,5,13
275,700041724,24,33,0,0,19,15
276,700044810,79,1,0,3,41,14
277,700047174,26,148,0,0,4,4
278,700060417,193,121,0,12,19,45
279,700065695,40,158,0,0,0,0
280,700107446,40,110,0,0,0,32
281,700109219,42,180,0,0,0,0
282,700113340,32,206,0,0,19,14
283,700165108,23,213,0,0,0,1
284,700169526,73,18,0,0,5,10
286,700185596,28,344,0,0,3,1
287,700189697,8,19,33,0,3,3
288,700191672,108,300,30,0,34,20
289,700198860,6,17,18,0,2,3
290,700200011,64,65,0,0,6,7
291,700206427,35,18,0,0,0,0
293,700221599,205,21,0,0,9,4
294,700225521,71,200,0,0,0,2
295,700231266,175,46,0,0,41,46
296,700233012,113,110,0,0,0,3
297,700233263,165,425,0,0,45,19
298,700233595,16,282,0,0,5,2
299,700254830,55,20,0,0,4,1
302,700276595,16,128,0,0,6,3
303,700279071,92,285,0,0,12,4
304,700280917,18,83,0,0,15,9
305,700285532,233,68,0,0,0,0
306,700288825,27,116,0,0,5,2
307,700289728,69,19,0,5,11,1
308,700299395,84,354,9,0,30,35
309,700307021,9,21,20,0,5,9
310,700307353,49,18,0,0,0,0
312,700328579,35,295,0,0,6,7
313,700328880,119,65,0,0,8,5
314,700331743,10,2,52,0,3,2
316,700338449,98,161,0,0,19,9
317,700340084,65,127,0,0,18,46
318,700346164,133,402,0,0,0,15
319,700362686,80,496,0,0,12,5
321,700377488,3,28,20,0,2,0
323,700381470,56,24,0,0,29,19
324,700383201,167,227,0,0,24,48
325,700386307,17,80,19,0,5,1
326,700389024,35,361,0,0,18,16
327,700390096,46,19,0,0,13,15
328,700390311,64,0,0,0,7,8
329,700391157,30,101,0,0,0,0
330,700400555,254,143,0,0,34,43
331,700407632,56,225,0,11,14,5
332,700409587,38,10,0,0,4,3
333,700414360,0,138,0,0,0,0
334,700425089,221,64,0,0,35,11
336,700434644,30,22,20,0,12,11
337,700436842,27,8,13,4,25,6
338,700460423,7,30,13,0,7,3
339,700467182,52,115,0,0,9,1
340,700487815,17,88,0,0,6,2
341,700496423,126,254,0,18,16,14
342,700499283,34,54,0,0,5,6
344,700504040,33,78,0,0,4,4
345,700505055,46,99,29,11,0,0
346,700507649,24,785,0,0,0,4
348,700518878,67,108,0,0,7,5
349,700520323,23,96,0,0,41,10
350,700523021,87,288,0,0,0,0
351,700534110,72,15,0,4,2,4
354,700568206,25,147,0,0,7,8
355,700583841,163,311,0,0,22,39
357,700613336,518,54,0,0,0,0
358,700614964,16,128,18,0,8,9
359,700615986,50,189,0,0,0,0
360,700622963,46,543,0,0,0,0
361,700626347,106,362,0,0,5,4
362,700626861,16,396,0,0,6,4
363,700627065,41,88,0,4,0,1
364,700630523,84,180,0,0,8,3
365,700630535,30,141,0,0,18,8
366,700635705,86,17,0,0,0,0
368,700650154,11,93,0,0,3,3
369,700659119,21,332,0,0,0,2
370,700666667,19,80,0,0,0,0
371,700668245,31,90,0,9,11,33
372,700668421,136,0,0,7,13,10
373,700673322,83,201,0,0,5,2
374,700683570,56,229,0,0,10,53
376,700685793,150,119,0,0,5,10
379,700699664,28,295,12,0,39,26
380,700700603,54,92,0,0,0,0
381,700708900,59,415,0,3,8,7
382,700716941,13,49,0,0,5,3
383,700717043,62,0,0,0,0,0
384,700721400,80,146,0,0,40,6
386,700740250,155,392,0,6,16,8
387,700742387,65,233,0,0,2,2
388,700744707,79,412,0,0,7,5
389,700750358,21,24,0,0,1,2
390,700751359,71,137,0,0,2,0
391,700751966,28,166,11,0,17,16
392,700754084,33,80,0,0,27,2
393,700759526,72,256,0,0,3,2
394,700760449,167,0,0,0,17,38
395,700767788,20,104,14,0,7,2
