index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
274,700041285,125.0,1299.0,0.0,0.0,0.0,10.0
285,700175506,235.0,522.0,0.0,0.0,33.0,86.0
292,700208065,793.0,484.0,0.0,0.0,136.0,24.0
300,700270920,70.0,861.0,0.0,0.0,0.0,27.0
301,700275433,61.0,658.0,0.0,0.0,35.0,24.0
311,700322963,156.0,95.0,0.0,0.0,137.0,60.0
320,700366062,78.0,37.0,16.0,5.0,145.0,57.0
322,700379114,156.0,178.0,0.0,0.0,99.0,145.0
335,700427286,780.0,288.0,0.0,0.0,70.0,33.0
343,700502673,107.0,114.0,0.0,0.0,79.0,61.0
352,700538414,493.0,737.0,0.0,4.0,82.0,132.0
353,700543013,75.0,375.0,21.0,0.0,52.0,55.0
356,700588146,53.0,561.0,0.0,0.0,91.0,76.0
367,700641369,132.0,166.0,0.0,0.0,133.0,20.0
375,700683613,529.0,251.0,34.0,43.0,110.0,39.0
377,700687388,457.0,2068.0,0.0,5.0,131.0,56.0
378,700698946,32.0,2630.0,0.0,5.0,0.0,0.0
385,700723198,125.0,1784.0,0.0,0.0,10.0,166.0
399,700793225,328.0,2766.0,0.0,38.0,41.0,61.0
403,700831269,210.0,331.0,0.0,0.0,44.0,51.0
422,701025143,204.0,252.0,0.0,0.0,111.0,86.0
426,701045102,258.0,480.0,0.0,0.0,32.0,23.0
429,701059350,82.0,718.0,0.0,0.0,161.0,7.0
441,701117023,156.0,1247.0,0.0,0.0,19.0,16.0
445,701126094,717.0,105.0,0.0,8.0,69.0,65.0
447,701140485,284.0,176.0,0.0,0.0,73.0,85.0
460,701243771,186.0,494.0,0.0,0.0,13.0,200.0
465,701278503,498.0,76.0,0.0,0.0,125.0,2.0
474,701310150,79.0,2551.0,0.0,0.0,93.0,93.0
478,701331678,78.0,370.0,0.0,0.0,55.0,43.0
479,701343191,144.0,260.0,0.0,0.0,124.0,123.0
482,701349770,39.0,2009.0,0.0,0.0,0.0,0.0
483,701382728,396.0,606.0,0.0,0.0,25.0,24.0
494,701433725,310.0,90.0,0.0,0.0,14.0,93.0
496,701440833,98.0,1229.0,0.0,0.0,0.0,3.0
504,701495103,57.0,1245.0,0.0,0.0,4.0,4.0
512,701598106,78.0,303.0,0.0,0.0,51.0,49.0
519,701656269,132.0,775.0,0.0,0.0,26.0,82.0
533,701729571,354.0,1426.0,0.0,0.0,76.0,29.0
542,701781533,135.0,225.0,15.0,0.0,30.0,187.0
544,701814701,151.0,619.0,0.0,3.0,34.0,16.0
552,701834571,36.0,1278.0,0.0,0.0,0.0,0.0
553,701843638,103.0,518.0,0.0,0.0,99.0,157.0
583,702079131,55.0,74.0,0.0,0.0,206.0,34.0
598,702204130,273.0,109.0,0.0,4.0,58.0,92.0
613,702299282,150.0,1441.0,17.0,0.0,12.0,29.0
631,702438995,42.0,963.0,0.0,0.0,20.0,20.0
670,702687214,173.0,663.0,0.0,5.0,18.0,10.0
671,702691833,125.0,19.0,0.0,0.0,100.0,49.0
674,702723134,59.0,421.0,0.0,0.0,28.0,62.0
686,702825933,49.0,872.0,0.0,0.0,5.0,6.0
706,702897272,395.0,675.0,0.0,0.0,19.0,28.0
711,702914005,119.0,1048.0,0.0,0.0,57.0,13.0
714,702944603,622.0,1017.0,0.0,0.0,38.0,17.0
717,702975604,294.0,288.0,0.0,0.0,80.0,152.0
725,703153564,49.0,262.0,0.0,0.0,3.0,203.0
740,703293297,305.0,1033.0,0.0,0.0,133.0,63.0
746,703333964,114.0,1253.0,0.0,4.0,28.0,31.0
750,703361467,523.0,538.0,29.0,3.0,91.0,63.0
754,703387193,304.0,492.0,0.0,0.0,22.0,56.0
757,703430800,30.0,407.0,0.0,0.0,59.0,53.0
764,703501392,74.0,329.0,0.0,0.0,144.0,113.0
771,703542896,134.0,325.0,0.0,0.0,241.0,81.0
775,703602327,65.0,255.0,0.0,0.0,27.0,86.0
777,703609462,172.0,673.0,0.0,0.0,10.0,11.0
801,703783307,222.0,727.0,0.0,0.0,14.0,30.0
820,703900003,17.0,167.0,0.0,0.0,29.0,175.0
824,703927812,215.0,683.0,0.0,0.0,50.0,8.0
861,704166694,351.0,458.0,0.0,6.0,46.0,26.0
869,704210618,550.0,440.0,0.0,0.0,87.0,31.0
870,704211581,52.0,252.0,0.0,0.0,143.0,24.0
886,704391952,649.0,114.0,0.0,0.0,101.0,139.0
893,704419599,694.0,1.0,0.0,0.0,97.0,16.0
894,704419920,177.0,1125.0,25.0,0.0,35.0,18.0
896,704430265,90.0,989.0,0.0,0.0,8.0,17.0
914,704578576,544.0,281.0,0.0,3.0,56.0,70.0
915,704582996,211.0,380.0,0.0,0.0,37.0,33.0
917,704595133,158.0,778.0,0.0,0.0,67.0,32.0
931,704650729,132.0,857.0,0.0,0.0,43.0,11.0
936,704669145,219.0,248.0,0.0,0.0,56.0,79.0
945,704721374,72.0,973.0,0.0,0.0,13.0,136.0
947,704724583,72.0,142.0,0.0,0.0,148.0,134.0
969,704832919,218.0,119.0,0.0,0.0,88.0,53.0
971,704840020,215.0,409.0,0.0,0.0,72.0,266.0
979,704878863,123.0,94.0,0.0,0.0,86.0,69.0
981,704895203,78.0,334.0,0.0,0.0,9.0,104.0
983,704905795,413.0,456.0,0.0,0.0,50.0,33.0
992,704955874,114.0,213.0,0.0,0.0,165.0,86.0
1002,705011090,205.0,525.0,17.0,0.0,15.0,61.0
1007,705032636,59.0,1692.0,0.0,0.0,69.0,146.0
1015,705111589,305.0,955.0,0.0,3.0,25.0,35.0
1021,705162606,41.0,266.0,0.0,0.0,136.0,105.0
1022,705163801,61.0,325.0,12.0,3.0,21.0,89.0
1039,705212444,127.0,837.0,0.0,4.0,0.0,0.0
1042,705239583,239.0,491.0,0.0,0.0,45.0,91.0
1073,705439923,1012.0,596.0,0.0,0.0,54.0,58.0
1075,705442611,19.0,475.0,0.0,0.0,8.0,86.0
1085,705494214,178.0,189.0,0.0,0.0,127.0,29.0
1109,705628197,250.0,2056.0,0.0,3.0,13.0,7.0
1121,705724735,144.0,200.0,0.0,0.0,26.0,85.0
1122,705725382,120.0,634.0,0.0,0.0,16.0,20.0
1124,705738812,272.0,95.0,0.0,14.0,221.0,87.0
1129,705766809,201.0,852.0,13.0,0.0,40.0,10.0
1131,705773423,54.0,1154.0,0.0,0.0,21.0,108.0
1132,705775521,438.0,377.0,0.0,0.0,41.0,12.0
1141,705818845,57.0,2487.0,0.0,11.0,343.0,29.0
1143,705831191,406.0,1023.0,0.0,0.0,96.0,28.0
1148,705889553,121.0,2894.0,0.0,0.0,48.0,33.0
1160,705938594,812.0,382.0,94.0,5.0,67.0,59.0
1163,705958379,254.0,628.0,0.0,4.0,34.0,8.0
1174,706039590,1201.0,2711.0,0.0,7.0,27.0,18.0
1189,706156699,65.0,549.0,0.0,0.0,73.0,78.0
1190,706168287,68.0,3339.0,0.0,0.0,19.0,43.0
1193,706205111,104.0,1026.0,0.0,0.0,28.0,44.0
1202,706263327,41.0,1517.0,0.0,0.0,9.0,13.0
1203,706268349,218.0,917.0,89.0,0.0,32.0,8.0
1226,706404469,21.0,2796.0,0.0,0.0,6.0,14.0
1227,706410061,402.0,1964.0,0.0,0.0,83.0,163.0
1229,706421892,269.0,1164.0,0.0,0.0,51.0,39.0
1236,706499152,19.0,3710.0,0.0,0.0,0.0,0.0
1251,706576738,246.0,301.0,30.0,0.0,62.0,44.0
1259,706604819,135.0,297.0,0.0,0.0,82.0,141.0
1260,706613490,100.0,731.0,0.0,0.0,203.0,82.0
1261,706622978,309.0,235.0,0.0,5.0,120.0,124.0
1280,706711425,143.0,909.0,0.0,4.0,0.0,3.0
1287,706731887,135.0,1992.0,0.0,37.0,27.0,65.0
1289,706748103,205.0,147.0,90.0,1.0,103.0,49.0
1297,706774886,481.0,520.0,0.0,0.0,52.0,18.0
1301,706784116,260.0,1201.0,11.0,0.0,0.0,0.0
1306,706810729,460.0,520.0,0.0,0.0,60.0,202.0
1316,706841885,97.0,402.0,0.0,0.0,173.0,33.0
1317,706844414,178.0,164.0,0.0,0.0,14.0,138.0
1319,706871109,140.0,464.0,0.0,11.0,14.0,39.0
1325,706897999,114.0,532.0,0.0,0.0,38.0,52.0
1328,706915674,19.0,986.0,0.0,0.0,13.0,2.0
1339,706991992,193.0,249.0,0.0,0.0,94.0,80.0
1344,707032199,341.0,1479.0,0.0,0.0,30.0,27.0
1351,707060083,167.0,598.0,21.0,0.0,28.0,11.0
1376,707162633,399.0,547.0,0.0,4.0,147.0,98.0
1387,707205869,246.0,318.0,0.0,0.0,82.0,87.0
1393,707275294,302.0,1264.0,0.0,0.0,38.0,31.0
1395,707295078,68.0,1148.0,25.0,0.0,0.0,0.0
1414,707418423,108.0,704.0,0.0,0.0,18.0,10.0
1416,707455891,402.0,467.0,0.0,0.0,41.0,50.0
1420,707482890,246.0,618.0,0.0,0.0,154.0,77.0
1426,707510660,82.0,363.0,0.0,0.0,106.0,20.0
1430,707525469,973.0,335.0,0.0,0.0,60.0,31.0
1434,707542527,172.0,848.0,0.0,0.0,26.0,29.0
1439,707573125,128.0,844.0,0.0,0.0,0.0,0.0
1443,707635874,63.0,869.0,0.0,0.0,26.0,25.0
1450,707680681,40.0,742.0,9.0,0.0,53.0,32.0
1463,707777100,151.0,564.0,0.0,0.0,73.0,122.0
1484,707951997,23.0,549.0,56.0,0.0,88.0,10.0
1493,708007493,181.0,858.0,0.0,0.0,66.0,25.0
1496,708034904,394.0,1524.0,0.0,22.0,51.0,72.0
1502,708070427,37.0,1037.0,0.0,0.0,7.0,11.0
1504,708080885,57.0,1665.0,11.0,0.0,11.0,19.0
1509,708092944,39.0,752.0,0.0,0.0,6.0,163.0
1513,708143351,573.0,427.0,0.0,4.0,68.0,33.0
1514,708151613,62.0,960.0,0.0,0.0,4.0,9.0
1529,708211104,278.0,630.0,0.0,0.0,48.0,8.0
1537,708245482,74.0,1302.0,14.0,5.0,32.0,18.0
1538,708259507,79.0,94.0,0.0,3.0,100.0,39.0
1542,708272879,102.0,565.0,0.0,0.0,36.0,131.0
1558,708331025,171.0,539.0,0.0,0.0,16.0,42.0
1559,708334918,126.0,1393.0,0.0,0.0,46.0,87.0
1567,708382121,126.0,715.0,0.0,0.0,17.0,13.0
1584,708514064,35.0,1023.0,0.0,0.0,7.0,50.0
1588,708546913,26.0,1457.0,0.0,0.0,0.0,3.0
1589,708551823,273.0,370.0,0.0,3.0,44.0,32.0
1597,708594502,43.0,2219.0,0.0,5.0,0.0,0.0
1604,708643800,0.0,1299.0,0.0,0.0,0.0,0.0
1607,708670017,77.0,1066.0,0.0,0.0,28.0,13.0
1619,708763630,184.0,586.0,17.0,0.0,34.0,30.0
1624,708799817,133.0,630.0,0.0,0.0,22.0,19.0
1625,708800378,391.0,585.0,0.0,0.0,98.0,85.0
1635,708847055,93.0,716.0,0.0,10.0,19.0,39.0
1662,710127951,315.0,712.0,0.0,3.0,5.0,41.0
1670,710159179,229.0,90.0,0.0,0.0,170.0,121.0
1690,710223357,225.0,827.0,0.0,13.0,6.0,8.0
1691,710228198,77.0,845.0,0.0,0.0,51.0,113.0
1694,710241423,222.0,1267.0,0.0,0.0,0.0,0.0
1706,710263476,181.0,157.0,0.0,0.0,100.0,97.0
1707,710277585,186.0,1191.0,0.0,6.0,42.0,41.0
1712,710297803,103.0,147.0,0.0,4.0,94.0,71.0
1721,710345639,356.0,412.0,0.0,0.0,79.0,160.0
1734,710391911,126.0,2279.0,98.0,0.0,39.0,27.0
1735,710393442,40.0,1292.0,0.0,0.0,0.0,0.0
1742,710417165,318.0,334.0,0.0,9.0,25.0,72.0
1744,710425919,30.0,278.0,0.0,0.0,142.0,18.0
1749,710464563,189.0,1706.0,0.0,0.0,35.0,7.0
1750,710465960,51.0,1293.0,0.0,0.0,28.0,8.0
1752,710482805,318.0,123.0,14.0,5.0,132.0,45.0
1758,710507174,58.0,889.0,0.0,0.0,30.0,9.0
1762,710523773,490.0,50.0,0.0,44.0,130.0,23.0
1771,710557003,165.0,2302.0,0.0,0.0,14.0,22.0
1776,710580033,71.0,891.0,0.0,4.0,24.0,33.0
1785,710635581,106.0,2003.0,0.0,3.0,14.0,7.0
1800,710712550,38.0,239.0,0.0,0.0,28.0,107.0
1812,710764070,143.0,436.0,0.0,0.0,62.0,179.0
1824,710802595,13.0,547.0,0.0,0.0,24.0,121.0
1831,710817095,43.0,64.0,0.0,0.0,100.0,52.0
1846,710861199,570.0,791.0,0.0,0.0,60.0,15.0
1855,710895677,806.0,1123.0,0.0,0.0,18.0,86.0
1866,710927651,294.0,680.0,0.0,0.0,23.0,12.0
1871,710937147,131.0,35.0,12.0,0.0,89.0,88.0
1872,710943161,83.0,416.0,0.0,0.0,121.0,30.0
1880,710978360,106.0,221.0,0.0,0.0,77.0,86.0
1885,711133611,188.0,625.0,0.0,0.0,32.0,36.0
1887,711135185,334.0,216.0,0.0,5.0,42.0,102.0
1895,711184828,23.0,306.0,0.0,0.0,22.0,101.0
1902,711200535,641.0,284.0,19.0,27.0,76.0,27.0
1903,711205426,320.0,1541.0,0.0,58.0,47.0,17.0
1916,711289229,884.0,231.0,0.0,0.0,54.0,38.0
1948,711410696,117.0,301.0,0.0,0.0,53.0,77.0
1954,711444283,489.0,1298.0,0.0,0.0,61.0,149.0
1964,711464749,316.0,167.0,66.0,0.0,104.0,54.0
1973,711492126,98.0,1258.0,0.0,0.0,101.0,43.0
1975,711496450,74.0,713.0,0.0,19.0,5.0,10.0
1977,711508146,120.0,794.0,0.0,0.0,172.0,138.0
2014,711681424,90.0,679.0,0.0,0.0,88.0,262.0
2017,711691664,106.0,367.0,0.0,0.0,17.0,67.0
2018,711699002,379.0,977.0,0.0,0.0,31.0,19.0
2020,711710883,1197.0,556.0,0.0,0.0,49.0,5.0
2037,711844191,176.0,1143.0,0.0,0.0,4.0,5.0
2041,711855843,188.0,178.0,26.0,0.0,103.0,22.0
2060,711966145,120.0,498.0,0.0,0.0,29.0,58.0
2064,711981348,72.0,701.0,0.0,0.0,4.0,29.0
2066,711988880,112.0,738.0,0.0,0.0,25.0,13.0
2068,711992472,113.0,651.0,0.0,0.0,65.0,36.0
2081,712044783,61.0,1066.0,0.0,5.0,6.0,4.0
2090,712094797,31.0,827.0,0.0,0.0,9.0,11.0
2095,712111481,145.0,1053.0,37.0,0.0,0.0,1.0
2114,712214968,31.0,132.0,0.0,0.0,25.0,341.0
2122,712250898,1207.0,515.0,0.0,0.0,0.0,0.0
2128,712295739,226.0,392.0,0.0,0.0,66.0,59.0
2134,712340539,252.0,332.0,0.0,0.0,60.0,20.0
2136,712345657,70.0,359.0,0.0,24.0,58.0,24.0
2150,712418378,14.0,1342.0,0.0,0.0,15.0,5.0
2153,712424605,123.0,550.0,17.0,8.0,41.0,20.0
2154,712425937,430.0,871.0,0.0,0.0,109.0,30.0
2158,712442821,15.0,498.0,0.0,0.0,76.0,84.0
2164,712487489,357.0,893.0,0.0,0.0,146.0,78.0
2189,712633987,255.0,297.0,9.0,0.0,40.0,95.0
2194,712667391,54.0,62.0,0.0,0.0,141.0,46.0
2205,712703285,167.0,47.0,0.0,0.0,39.0,91.0
2207,712709960,60.0,858.0,0.0,0.0,43.0,29.0
2227,712799420,482.0,64.0,0.0,0.0,53.0,40.0
