index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
0,100148598,4.0,38.0,0.0,0.0,4.0,0.0
1,100160846,7.0,217.0,39.0,0.0,2.0,4.0
2,100163173,9.0,1.0,8.0,0.0,22.0,5.0
3,100176402,20.0,20.0,0.0,0.0,0.0,0.0
4,100405046,20.0,38.0,12.0,0.0,6.0,21.0
5,100412287,13.0,49.0,28.0,0.0,3.0,0.0
6,100424162,17.0,98.0,16.0,0.0,7.0,9.0
7,100428671,8.0,53.0,19.0,0.0,2.0,1.0
8,100526122,57.0,262.0,0.0,0.0,22.0,14.0
9,100556938,21.0,66.0,48.0,0.0,12.0,6.0
10,100559506,8.0,72.0,24.0,0.0,2.0,16.0
11,100714137,6.0,51.0,12.0,0.0,5.0,0.0
12,100724081,8.0,18.0,0.0,0.0,6.0,5.0
13,100828332,12.0,39.0,0.0,0.0,0.0,2.0
14,100991764,3.0,25.0,9.0,0.0,2.0,0.0
15,101002795,11.0,313.0,19.0,0.0,5.0,2.0
16,101125764,26.0,48.0,25.0,0.0,3.0,2.0
17,101147120,83.0,37.0,19.0,0.0,6.0,4.0
18,101152015,6.0,113.0,16.0,0.0,2.0,3.0
19,101164099,19.0,165.0,0.0,0.0,7.0,12.0
20,101337531,9.0,169.0,10.0,0.0,2.0,0.0
21,101501679,5.0,89.0,0.0,0.0,3.0,3.0
22,101770120,21.0,46.0,15.0,0.0,6.0,0.0
23,101806198,26.0,223.0,43.0,0.0,4.0,7.0
24,101873963,24.0,56.0,12.0,0.0,41.0,3.0
25,102191991,28.0,290.0,0.0,0.0,0.0,0.0
26,102324708,26.0,49.0,12.0,0.0,5.0,39.0
27,102362906,7.0,47.0,15.0,0.0,5.0,5.0
28,102378166,27.0,39.0,18.0,0.0,6.0,7.0
29,102452962,21.0,98.0,31.0,0.0,20.0,12.0
30,102466850,377.0,14.0,0.0,2.0,74.0,21.0
31,102654689,17.0,30.0,10.0,0.0,7.0,7.0
32,102693123,8.0,13.0,10.0,0.0,5.0,6.0
33,103025752,29.0,39.0,0.0,0.0,0.0,0.0
34,103039807,9.0,121.0,16.0,0.0,4.0,4.0
35,103132169,4.0,11.0,0.0,0.0,0.0,0.0
36,103428020,15.0,194.0,18.0,0.0,8.0,5.0
38,103786472,17.0,11.0,10.0,0.0,3.0,5.0
39,103804229,28.0,293.0,0.0,0.0,0.0,0.0
40,104133964,9.0,1.0,0.0,0.0,3.0,0.0
41,104151759,22.0,213.0,14.0,0.0,12.0,8.0
42,104416760,12.0,55.0,14.0,0.0,2.0,4.0
43,104434568,6.0,124.0,0.0,0.0,3.0,2.0
44,104506020,65.0,411.0,0.0,0.0,13.0,2.0
45,104528121,8.0,25.0,19.0,0.0,3.0,0.0
46,104568680,43.0,28.0,14.0,0.0,8.0,13.0
47,104706821,10.0,15.0,0.0,0.0,5.0,3.0
48,104978486,9.0,2095.0,15.0,0.0,39.0,16.0
49,105263215,22.0,0.0,0.0,0.0,3.0,0.0
50,105442205,12.0,26.0,17.0,0.0,2.0,1.0
51,105480900,9.0,47.0,0.0,0.0,0.0,0.0
52,105899691,10.0,103.0,11.0,0.0,3.0,9.0
53,105981669,7.0,48.0,0.0,0.0,7.0,3.0
54,106224901,4.0,9.0,21.0,0.0,3.0,0.0
55,106225653,22.0,449.0,0.0,0.0,2.0,2.0
56,106725896,44.0,348.0,0.0,0.0,47.0,5.0
57,106890055,37.0,50.0,8.0,0.0,2.0,1.0
58,110027570,95.0,359.0,0.0,0.0,6.0,3.0
59,110048612,80.0,338.0,0.0,0.0,46.0,2.0
60,110060382,64.0,142.0,0.0,0.0,20.0,2.0
61,110073351,99.0,137.0,0.0,8.0,14.0,9.0
62,110090685,60.0,614.0,0.0,0.0,6.0,3.0
63,110093267,9.0,44.0,9.0,0.0,0.0,0.0
64,110110111,27.0,8.0,0.0,3.0,7.0,7.0
65,110126608,32.0,27.0,0.0,0.0,0.0,2.0
66,110126612,8.0,24.0,0.0,0.0,0.0,0.0
67,110152112,55.0,62.0,37.0,0.0,6.0,1.0
68,110224946,9.0,136.0,13.0,0.0,0.0,0.0
69,110243518,31.0,127.0,0.0,0.0,3.0,1.0
70,110254322,118.0,113.0,0.0,0.0,19.0,10.0
71,110271009,169.0,18.0,0.0,0.0,71.0,12.0
72,110361021,25.0,2.0,0.0,0.0,4.0,4.0
73,110392967,30.0,212.0,0.0,0.0,17.0,3.0
74,110405194,81.0,25.0,0.0,7.0,36.0,41.0
75,110444707,116.0,1423.0,67.0,0.0,19.0,15.0
76,110468470,10.0,102.0,0.0,0.0,6.0,4.0
77,110506943,39.0,212.0,0.0,0.0,2.0,54.0
78,110511140,5.0,18.0,0.0,0.0,3.0,0.0
79,110512625,10.0,4.0,0.0,0.0,0.0,5.0
80,110525094,23.0,3.0,0.0,43.0,7.0,5.0
81,110599769,59.0,159.0,0.0,0.0,19.0,8.0
82,110608390,125.0,345.0,0.0,0.0,99.0,80.0
83,110629004,191.0,33.0,0.0,0.0,47.0,9.0
84,110687891,8.0,15.0,17.0,0.0,3.0,5.0
85,110899563,8.0,22.0,17.0,0.0,15.0,23.0
86,110905506,351.0,3.0,0.0,0.0,0.0,0.0
87,110941313,133.0,3.0,0.0,0.0,6.0,11.0
88,110945814,24.0,10.0,0.0,0.0,0.0,0.0
89,110955118,6.0,113.0,62.0,0.0,3.0,0.0
90,111213389,223.0,1126.0,0.0,0.0,93.0,79.0
92,111331085,334.0,424.0,0.0,0.0,51.0,112.0
