index,customUser:user_Id,/CartScreen,/DashboardScreen,/LoginScreen,/OffersListPage,/ProductDetails,/ProductListing
91,111272947,1912.0,846.0,0.0,3.0,124.0,127.0
122,111973921,3094.0,871.0,23.0,38.0,215.0,183.0
146,112481882,1695.0,1295.0,0.0,4.0,129.0,149.0
192,113887200,1067.0,556.0,0.0,0.0,194.0,213.0
315,700332488,1985.0,20.0,0.0,0.0,10.0,4.0
347,700514381,1992.0,565.0,0.0,53.0,147.0,52.0
401,700805202,1504.0,379.0,0.0,0.0,22.0,33.0
404,700841128,726.0,137.0,0.0,0.0,124.0,157.0
529,701703336,1017.0,1467.0,0.0,0.0,179.0,79.0
591,702147100,1329.0,934.0,19.0,0.0,93.0,81.0
625,702387371,64.0,482.0,0.0,0.0,54.0,496.0
633,702454649,949.0,441.0,0.0,7.0,132.0,56.0
635,702464382,809.0,424.0,0.0,37.0,148.0,52.0
636,702477238,244.0,206.0,0.0,0.0,458.0,219.0
767,703519195,736.0,948.0,29.0,0.0,170.0,148.0
791,703712697,931.0,489.0,0.0,52.0,328.0,126.0
834,703985934,873.0,61.0,0.0,0.0,228.0,91.0
848,704072863,1862.0,290.0,89.0,101.0,380.0,109.0
854,704099645,868.0,317.0,0.0,28.0,225.0,106.0
919,704600924,719.0,124.0,0.0,0.0,92.0,148.0
939,704699510,506.0,916.0,0.0,0.0,204.0,206.0
942,704707017,1456.0,184.0,0.0,0.0,432.0,232.0
1006,705029233,1955.0,16.0,0.0,0.0,92.0,140.0
1036,705205799,973.0,383.0,0.0,1.0,189.0,63.0
1061,705363284,849.0,244.0,0.0,0.0,176.0,88.0
1095,705544975,973.0,431.0,0.0,11.0,69.0,116.0
1242,706524459,94.0,126.0,0.0,0.0,372.0,22.0
1296,706772587,928.0,1143.0,15.0,0.0,250.0,80.0
1326,706899692,2137.0,57.0,0.0,10.0,78.0,42.0
1341,707004338,561.0,597.0,0.0,70.0,164.0,207.0
1367,707121261,2724.0,1049.0,0.0,3.0,370.0,186.0
1417,707458110,1669.0,136.0,0.0,0.0,20.0,18.0
1595,708580265,153.0,572.0,49.0,0.0,85.0,409.0
1646,708914598,161.0,827.0,0.0,0.0,304.0,392.0
1672,710167618,1346.0,843.0,43.0,0.0,95.0,113.0
1711,710292125,1061.0,191.0,0.0,0.0,110.0,275.0
1745,710435748,2463.0,110.0,0.0,0.0,330.0,5.0
1768,710549749,954.0,487.0,0.0,6.0,145.0,92.0
1836,710825632,1881.0,98.0,0.0,0.0,145.0,134.0
2015,711685116,1468.0,554.0,0.0,20.0,457.0,138.0
2028,711777781,635.0,738.0,17.0,0.0,239.0,116.0
2141,712354951,720.0,619.0,0.0,0.0,171.0,94.0
2196,712668853,1733.0,480.0,17.0,0.0,0.0,0.0
2199,712677736,1088.0,601.0,0.0,83.0,289.0,233.0
2206,712705428,635.0,161.0,0.0,0.0,150.0,171.0
2232,712842059,961.0,1509.0,0.0,0.0,231.0,152.0
2265,713043775,2164.0,204.0,0.0,0.0,62.0,28.0
2279,713099529,39.0,153.0,0.0,4.0,437.0,89.0
2338,713394077,337.0,106.0,0.0,0.0,511.0,314.0
2392,713701282,459.0,796.0,0.0,0.0,204.0,240.0
2396,713710531,238.0,335.0,0.0,0.0,341.0,226.0
2399,713716928,367.0,210.0,0.0,93.0,125.0,247.0
2499,714225348,1156.0,15.0,0.0,0.0,138.0,56.0
2611,714869869,420.0,1118.0,0.0,0.0,202.0,119.0
2720,715525731,826.0,269.0,0.0,13.0,328.0,261.0
2842,716107169,70.0,1041.0,16.0,0.0,151.0,276.0
2867,716295664,3186.0,535.0,0.0,5.0,125.0,69.0
2891,716448680,1027.0,725.0,0.0,0.0,296.0,106.0
3083,717521266,1361.0,6.0,0.0,0.0,86.0,17.0
3088,717531213,374.0,275.0,0.0,354.0,59.0,100.0
3093,717553280,1564.0,1123.0,0.0,0.0,0.0,21.0
3167,718041994,3014.0,1952.0,0.0,0.0,0.0,0.0
3181,718140317,429.0,636.0,0.0,0.0,151.0,258.0
3209,718338436,1269.0,3427.0,57.0,0.0,132.0,80.0
3214,718362930,1511.0,123.0,0.0,0.0,38.0,96.0
3234,718490353,771.0,1472.0,0.0,0.0,167.0,66.0
3236,718500575,1259.0,965.0,91.0,14.0,103.0,105.0
3246,718547692,2123.0,532.0,183.0,0.0,203.0,71.0
3368,719203438,2726.0,12.0,0.0,10.0,27.0,29.0
3376,719263415,2450.0,838.0,15.0,98.0,46.0,172.0
3411,719480804,1888.0,2061.0,31.0,3.0,161.0,104.0
3416,719514592,864.0,516.0,24.0,7.0,252.0,266.0
3432,719615022,836.0,1310.0,0.0,0.0,34.0,432.0
3611,720357689,664.0,714.0,0.0,357.0,148.0,87.0
3641,720414843,320.0,478.0,0.0,0.0,212.0,266.0
3736,720584878,1234.0,437.0,11.0,0.0,77.0,84.0
3767,720651685,1942.0,227.0,0.0,11.0,301.0,266.0
3777,720674320,785.0,430.0,70.0,3.0,167.0,107.0
3826,720792783,962.0,1284.0,0.0,0.0,149.0,149.0
3978,721112063,1428.0,1095.0,0.0,10.0,226.0,192.0
3983,721127620,2219.0,1222.0,0.0,0.0,467.0,201.0
4018,721212733,1604.0,1284.0,0.0,0.0,163.0,335.0
4042,721247258,1802.0,1986.0,0.0,22.0,21.0,41.0
4068,721288310,675.0,388.0,0.0,0.0,208.0,82.0
4080,721310494,715.0,350.0,0.0,5.0,134.0,163.0
4083,721313956,696.0,198.0,0.0,0.0,158.0,168.0
4094,721334423,1482.0,1002.0,0.0,0.0,84.0,32.0
4102,721340527,43.0,68.0,0.0,0.0,537.0,331.0
4139,721392326,886.0,594.0,98.0,8.0,217.0,85.0
4143,721395505,1023.0,2208.0,0.0,0.0,382.0,454.0
4157,721411033,1066.0,1006.0,0.0,0.0,166.0,259.0
4272,721531219,1885.0,768.0,0.0,0.0,226.0,160.0
4298,721557118,1511.0,1319.0,0.0,12.0,287.0,202.0
4404,721706037,2059.0,2302.0,194.0,0.0,208.0,81.0
4446,721777304,1087.0,613.0,0.0,12.0,198.0,169.0
4448,721778249,707.0,337.0,0.0,0.0,184.0,200.0
4478,721825050,347.0,268.0,0.0,58.0,818.0,700.0
4493,721841309,377.0,600.0,0.0,0.0,165.0,206.0
4651,722170805,403.0,354.0,10.0,73.0,57.0,386.0
4656,722175004,1495.0,540.0,0.0,5.0,90.0,57.0
4660,722200865,1890.0,1508.0,0.0,5.0,178.0,266.0
4668,722213121,1331.0,506.0,0.0,4.0,95.0,72.0
4724,722272930,1592.0,1263.0,12.0,73.0,152.0,201.0
4789,722327628,53.0,104.0,0.0,5.0,397.0,3.0
4868,722418592,151.0,1074.0,0.0,13.0,570.0,64.0
4904,722454745,208.0,576.0,17.0,0.0,134.0,281.0
4906,722459366,723.0,285.0,0.0,4.0,294.0,182.0
4927,722480474,768.0,356.0,0.0,0.0,341.0,239.0
4955,722516389,1268.0,1613.0,151.0,0.0,170.0,112.0
5053,722621626,2235.0,1046.0,0.0,0.0,393.0,244.0
5132,722706685,1072.0,395.0,0.0,0.0,158.0,32.0
5133,722708681,1046.0,334.0,0.0,8.0,77.0,79.0
5138,722713520,743.0,285.0,0.0,0.0,914.0,161.0
5188,722757429,211.0,188.0,0.0,0.0,247.0,181.0
5284,722824213,3098.0,3175.0,0.0,0.0,272.0,24.0
5327,722865398,123.0,78.0,0.0,0.0,19.0,414.0
5437,722977287,882.0,205.0,0.0,39.0,144.0,59.0
5505,723122295,322.0,1251.0,0.0,8.0,81.0,415.0
5566,723271458,761.0,366.0,0.0,518.0,153.0,207.0
5681,723482451,1029.0,1047.0,0.0,0.0,119.0,121.0
5773,723684126,190.0,806.0,0.0,0.0,307.0,185.0
5805,723744968,1471.0,3358.0,0.0,10.0,210.0,145.0
5807,723748871,1123.0,129.0,0.0,0.0,132.0,49.0
5852,723827736,945.0,504.0,0.0,0.0,205.0,126.0
5862,723841452,1785.0,59.0,0.0,0.0,67.0,49.0
5921,723951418,1356.0,269.0,0.0,0.0,56.0,129.0
6065,724353439,1581.0,605.0,0.0,34.0,218.0,174.0
6086,724396327,392.0,894.0,0.0,79.0,461.0,119.0
6145,724544534,1224.0,184.0,0.0,0.0,70.0,49.0
6211,724685282,900.0,2341.0,0.0,0.0,345.0,341.0
6236,724759163,1291.0,566.0,44.0,0.0,274.0,161.0
6248,724791409,750.0,56.0,0.0,0.0,251.0,395.0
6298,724922064,316.0,587.0,0.0,0.0,317.0,241.0
6381,725080066,109.0,876.0,0.0,0.0,328.0,116.0
6388,725088670,1476.0,592.0,57.0,6.0,193.0,53.0
6545,725538622,2185.0,491.0,0.0,8.0,133.0,61.0
6595,725713862,421.0,925.0,0.0,216.0,54.0,68.0
6656,725876648,812.0,1469.0,0.0,5.0,86.0,211.0
6771,726234265,563.0,997.0,0.0,0.0,146.0,276.0
6936,726699263,694.0,692.0,0.0,46.0,213.0,231.0
6976,726810509,1373.0,605.0,0.0,42.0,73.0,33.0
7310,727885988,789.0,159.0,0.0,0.0,126.0,111.0
7341,727981069,614.0,518.0,0.0,5.0,187.0,66.0
7349,728032081,1241.0,2188.0,164.0,0.0,289.0,102.0
7381,728131450,1043.0,265.0,0.0,0.0,121.0,39.0
7509,728676087,652.0,687.0,0.0,12.0,129.0,143.0
7539,728786322,872.0,832.0,0.0,0.0,167.0,122.0
7785,729856747,814.0,389.0,94.0,0.0,85.0,120.0
7803,729910300,451.0,852.0,0.0,0.0,131.0,265.0
8067,739234660,435.0,204.0,0.0,0.0,291.0,100.0
8166,740959731,1131.0,695.0,0.0,0.0,197.0,301.0
8205,741520528,28.0,192.0,0.0,0.0,4.0,1015.0
8216,741714332,111.0,781.0,0.0,0.0,683.0,549.0
8266,742575380,162.0,124.0,0.0,0.0,312.0,70.0
8288,742908254,1604.0,1574.0,0.0,0.0,201.0,170.0
8299,743144693,2906.0,1101.0,111.0,0.0,61.0,92.0
8302,743178553,1171.0,403.0,0.0,0.0,148.0,98.0
8508,748153039,1342.0,748.0,0.0,0.0,122.0,77.0
8541,748762133,1796.0,477.0,0.0,0.0,113.0,33.0
8557,748945150,424.0,2630.0,0.0,0.0,134.0,425.0
8722,758418722,244.0,123.0,0.0,0.0,565.0,2.0
8725,758433297,244.0,843.0,0.0,0.0,309.0,63.0
8726,758445357,940.0,2055.0,0.0,3.0,181.0,389.0
8773,759211114,1065.0,818.0,0.0,0.0,324.0,105.0
8831,768120055,1010.0,909.0,58.0,4.0,163.0,88.0
8877,768954352,923.0,128.0,94.0,0.0,198.0,43.0
8917,769761488,268.0,204.0,0.0,0.0,568.0,19.0
9101,790166580,2674.0,155.0,0.0,69.0,230.0,74.0
9125,790402633,517.0,878.0,0.0,0.0,81.0,414.0
9162,790721782,1455.0,14.0,0.0,0.0,46.0,162.0
9194,791039421,154.0,600.0,0.0,0.0,276.0,201.0
9306,792478229,1150.0,1895.0,111.0,14.0,224.0,101.0
9315,792547870,1519.0,862.0,0.0,4.0,157.0,91.0
9361,793055202,2110.0,680.0,0.0,0.0,241.0,124.0
9545,796235049,1286.0,435.0,0.0,62.0,104.0,178.0
9632,797279026,719.0,390.0,0.0,78.0,343.0,437.0
9648,797468770,1171.0,204.0,0.0,0.0,136.0,38.0
9662,797589415,1052.0,62.0,12.0,5.0,159.0,127.0
9672,797723214,242.0,467.0,0.0,19.0,410.0,93.0
9700,798101766,257.0,83.0,0.0,84.0,169.0,117.0
9727,798352485,1078.0,433.0,0.0,78.0,173.0,339.0
9770,798818674,475.0,1209.0,6.0,57.0,149.0,310.0
9773,798869812,1178.0,824.0,0.0,0.0,285.0,116.0
9789,799007355,1413.0,651.0,0.0,0.0,160.0,72.0
9814,799249572,150.0,1305.0,0.0,0.0,360.0,200.0
9825,799454852,599.0,142.0,0.0,3.0,153.0,145.0
